Parcel_ID,State,Land_Use_Type,Area_Hectares,Carbon_Tons_per_Ha,Carbon_Value_INR,Flood_Mitigation_Value_INR,Water_Filtration_Value_INR,Pollination_Value_INR,Biodiversity_Index,Biodiversity_Value_INR,Total_Ecosystem_Value_INR,Development_Profit_INR,Discount_Rate,Time_Horizon_Years,NPV_Environment_INR,NPV_Development_INR,Environmental_ROI,Financial_ROI
1674,Karnataka,Wetland,225.75,84.07,75915210.0,4556517.59,994913.12,1499487.15,0.33,1489950.0,84456077.86,14889681.83,0.06,50,63110494.43,11126436.44,3.2385,-0.8683
1675,Odisha,Grassland,119.41,223.36,106685670.4,761099.8,512982.73,709113.47,0.56,1337392.0,110006258.4,7339297.38,0.031,30,100378660.88,6696972.1,12.6769,-0.9391
1676,Uttar Pradesh,Wetland,494.09,168.12,332265643.2,6984037.88,4009846.3,1679387.74,0.46,4545628.0,349484543.12,104876095.21,0.109,30,256231980.99,76892126.31,1.4432,-0.78
1677,Maharashtra,Solar Farm,96.14,211.69,81407506.4,772861.36,460981.58,128306.29,0.31,596068.0,83365723.63,26854381.1,0.071,20,72678939.66,23411875.51,1.7064,-0.7192
1678,Odisha,Industrial,43.44,240.33,41759740.8,1171785.65,513064.31,408390.52,0.37,321456.0,44174437.28,11254970.52,0.092,10,40452781.39,10306749.56,2.5942,-0.7667
1679,Gujarat,Solar Farm,435.53,201.26,350619071.2,5950374.87,5255619.33,1464298.34,0.45,3919770.0,367209133.74,33525544.26,0.114,30,265618244.78,24250475.83,6.9229,-0.934
1680,West Bengal,Grassland,149.05,134.95,80457190.0,2203453.98,2158104.72,598501.71,0.78,2325180.0,87742430.41,39327444.46,0.069,50,62852294.08,28171320.23,0.5982,-0.6789
1681,Karnataka,Urban,192.2,189.46,145656848.0,5347465.19,2270672.43,585083.19,0.87,3344280.0,157204348.81,28233299.12,0.082,10,145290525.7,26093622.11,4.1461,-0.834
1682,West Bengal,Solar Farm,416.56,55.21,91993110.4,10252688.55,4061508.48,3765733.55,0.33,2749296.0,112822336.98,64637848.17,0.105,40,75673876.05,43354858.99,0.1707,-0.6157
1683,Uttar Pradesh,Industrial,14.52,36.93,2144894.4,432175.17,81967.21,142003.98,0.34,98736.0,2899776.76,2036772.83,0.098,40,1995056.52,1401306.81,-0.0205,-0.5168
1684,Tamil Nadu,Barren Land,330.6,149.47,197659128.0,6032616.69,4286138.34,1029665.95,0.53,3504360.0,212511908.98,29378131.95,0.084,30,166838173.22,23064090.34,4.679,-0.8915
1685,Gujarat,Solar Farm,129.02,90.12,46509129.6,2165119.19,302941.23,235776.49,0.71,1832084.0,51045050.51,20287426.73,0.108,50,30567142.1,12148653.97,0.5067,-0.762
1686,Uttar Pradesh,Agriculture,348.86,11.94,16661553.6,7122956.59,1122779.14,2800787.14,0.94,6558568.0,34266644.47,63771502.84,0.091,40,24186474.92,45011931.51,-0.6207,0.3136
1687,Uttar Pradesh,Solar Farm,122.47,115.02,56345997.6,3233499.88,511495.75,415151.31,0.53,1298182.0,61804326.54,27930780.45,0.064,30,51309052.47,23187727.46,0.837,-0.6248
1688,Gujarat,Solar Farm,464.23,32.67,60665576.4,6624610.82,5206991.05,1408418.53,0.69,6406374.0,80311970.8,42270109.63,0.035,10,77596107.05,40840685.63,0.8357,-0.4915
1689,Assam,Industrial,64.9,233.2,60538720.0,1219715.81,801676.93,259203.49,0.64,830720.0,63650036.23,11275598.37,0.115,30,45917057.88,8134202.8,3.0723,-0.8722
1690,Assam,Agriculture,375.05,185.33,278032066.0,2309869.84,3430096.92,1951356.3,0.9,6750900.0,292474289.06,42881528.17,0.054,10,277489837.82,40684561.83,5.4711,-0.8609
1691,Tamil Nadu,Industrial,208.62,68.41,57086776.8,1716858.72,2742600.51,1256828.84,0.85,3546540.0,66349604.87,53778833.69,0.055,30,56504230.12,45798789.61,0.0507,-0.3097
1692,Maharashtra,Agriculture,276.13,29.97,33102464.4,7698862.57,2003437.83,1254482.24,0.43,2374718.0,46433965.04,45607269.96,0.053,20,41877334.18,41131763.87,-0.0818,-0.1142
1693,Assam,Barren Land,190.55,201.99,153956778.0,4926934.66,1134605.62,994886.3,0.86,3277460.0,164290664.58,12036725.85,0.11,40,108223349.52,7928964.14,7.9911,-0.9517
1694,Maharashtra,Industrial,113.5,172.85,78473900.0,2220490.44,1042864.07,991336.47,0.28,635600.0,83364190.98,15521920.22,0.078,20,71736803.0,13356969.22,3.6216,-0.8398
1695,West Bengal,Agriculture,406.59,61.95,100753002.0,10194531.11,2925537.14,1097884.36,0.77,6261486.0,121232440.61,29569146.09,0.076,20,104711481.85,25539608.78,2.5412,-0.7893
1696,Karnataka,Grassland,36.62,95.54,13994699.2,733385.81,337984.36,169986.33,0.52,380848.0,15616903.7,3907075.26,0.071,10,14581609.43,3648062.8,2.7321,-0.7664
1697,Gujarat,Grassland,476.86,214.11,408401978.4,4115693.65,1138336.46,4483303.63,0.6,5722320.0,423861632.14,87961336.09,0.1,10,385328756.49,79964850.99,3.3807,-0.8113
1698,Gujarat,Barren Land,160.77,125.66,80809432.8,4697148.41,1726337.48,383228.3,0.3,964620.0,88580766.99,16248411.3,0.099,20,73340531.25,13452887.77,3.5137,-0.8481
1699,West Bengal,Barren Land,151.21,15.13,9151229.2,4325265.14,636030.75,164217.64,0.38,1149196.0,15425938.73,16445175.73,0.068,10,14443762.86,15398104.62,-0.1217,-0.0018
1700,Gujarat,Urban,460.59,221.0,407161560.0,7563976.58,3381513.03,2761274.72,0.38,3500484.0,424368808.33,29038471.36,0.115,30,306139136.6,20948317.54,9.5425,-0.9506
1701,Karnataka,Wetland,97.42,57.62,22453361.6,1637777.13,817448.64,113582.75,0.31,604004.0,25626174.12,14080960.61,0.092,10,23467192.42,12894652.57,0.6666,-0.4968
1702,West Bengal,Forest,118.07,111.52,52668665.6,2235493.29,1600049.51,464562.3,0.3,708420.0,57677190.7,20345592.93,0.097,50,36305377.85,12806699.32,0.7844,-0.778
1703,Maharashtra,Wetland,59.38,111.92,26583238.4,323302.04,144665.67,317479.94,0.42,498792.0,27867478.05,15514617.85,0.084,50,18618781.56,10365605.39,0.2001,-0.628
1704,West Bengal,Industrial,229.7,107.9,99138520.0,4003932.17,580154.39,2075371.71,0.95,4364300.0,110162278.27,21906898.15,0.041,50,90111301.31,17919555.87,3.1134,-0.8373
1705,Assam,Agriculture,76.07,168.65,51316822.0,1638245.11,990660.68,590792.9,0.54,821556.0,55358076.69,15458476.84,0.092,10,50694209.42,14156114.32,2.2794,-0.7443
1706,Odisha,Urban,258.8,124.16,128530432.0,5467780.47,2393167.37,1758670.42,0.66,3416160.0,141566210.26,59472017.47,0.088,40,101028527.85,42442122.05,0.6988,-0.7002
1707,Odisha,Solar Farm,262.27,173.63,182151760.4,4258490.88,1348520.46,265617.61,0.62,3252148.0,191276537.35,51841286.57,0.117,20,153304659.53,41549846.61,1.9572,-0.7828
1708,Gujarat,Grassland,183.93,104.59,76948954.8,1847574.92,536513.85,1463207.37,0.39,1434654.0,82230904.94,37195467.77,0.092,20,68958815.48,31192109.59,0.854,-0.6207
1709,Odisha,Barren Land,238.26,220.32,209973772.8,3834763.97,1358990.27,2159621.93,0.85,4050420.0,221377568.97,21684039.45,0.032,50,189118984.64,18524295.59,7.7216,-0.9163
1710,West Bengal,Forest,49.54,78.77,15609063.2,1451843.76,458775.57,215962.48,0.87,861996.0,18597641.01,8089093.47,0.058,40,14842777.92,6455905.77,0.8349,-0.6529
1711,Assam,Grassland,470.9,213.88,402864368.0,12286585.95,4077853.51,3816618.88,0.33,3107940.0,426153366.34,91027672.68,0.119,40,271797574.83,58056799.81,1.9859,-0.8638
1712,Assam,Agriculture,149.02,200.64,119597491.2,2572377.31,375153.96,1172366.36,0.33,983532.0,124700920.83,30976547.74,0.038,10,120135761.88,29842531.54,2.8783,-0.7607
1713,Uttar Pradesh,Agriculture,473.7,80.01,151602948.0,5050408.11,1742634.89,4506791.15,0.73,6916020.0,169818802.15,111516190.75,0.075,10,157970978.74,103735991.4,0.4166,-0.3891
1714,Odisha,Urban,239.99,36.41,34952143.6,4558856.61,1250327.37,2350535.98,0.8,3839840.0,46951703.56,36777991.13,0.044,40,39522950.63,30958934.76,0.0746,-0.3406
1715,Assam,Urban,393.74,39.29,61880178.4,3832406.8,1870173.15,2367171.08,0.79,6221092.0,76171021.43,50626585.09,0.038,30,68107935.94,45267506.58,0.3453,-0.4057
1716,West Bengal,Industrial,234.95,189.55,178139090.0,2476748.0,1141626.54,2237908.91,0.92,4323080.0,188318453.45,69924980.94,0.103,30,140335110.71,52108169.76,1.0069,-0.7233
1717,Odisha,Urban,98.15,60.88,23901488.0,1325577.69,602221.2,943098.79,0.79,1550770.0,28323155.68,22672865.74,0.047,40,23569746.56,18867731.6,0.0396,-0.3338
1718,Odisha,Forest,455.22,208.69,379999447.2,4138425.98,6065904.06,1570612.71,0.26,2367144.0,394141533.95,97510662.59,0.089,30,305188780.06,75503740.65,2.1298,-0.8084
1719,Odisha,Urban,51.99,86.52,17992699.2,1550360.6,562508.23,393599.47,0.36,374328.0,20873495.5,3623469.97,0.055,30,17776153.99,3085796.54,3.9058,-0.8522
1720,Tamil Nadu,Barren Land,128.2,66.29,33993512.0,1258777.6,1214287.83,506765.79,0.82,2102480.0,39075823.22,12305514.74,0.072,40,29588911.9,9317955.75,1.4045,-0.7615
1721,Karnataka,Industrial,11.76,125.6,5908224.0,75216.44,172994.37,95436.27,0.57,134064.0,6385935.08,842566.83,0.083,50,4286296.56,565538.37,4.0872,-0.9114
1722,Maharashtra,Wetland,380.59,55.77,84902017.2,7309310.31,4789626.84,3012076.8,0.8,6089440.0,106102471.15,102694925.57,0.114,30,76748505.32,74283680.26,-0.2527,-0.2999
1723,Tamil Nadu,Solar Farm,205.73,146.5,120557780.0,5095209.61,2275953.46,2049005.39,0.21,864066.0,130842014.46,28551889.1,0.055,10,124020866.79,27063401.99,3.3437,-0.7932
1724,Odisha,Wetland,134.85,63.41,34203354.0,3064883.75,418287.59,1034903.56,0.72,1941840.0,40663268.9,15197734.32,0.053,20,36672924.64,13706359.09,1.4131,-0.6629
1725,West Bengal,Forest,316.29,192.92,244074667.2,8512040.86,4136381.89,3062935.58,0.64,4048512.0,263834537.53,87664166.87,0.103,20,216860583.42,72056155.16,1.4738,-0.7269
1726,Assam,Forest,447.86,12.79,22912517.6,13054032.85,3652697.84,3665128.1,0.3,2687160.0,45971536.39,66724544.79,0.054,10,43616258.43,63306019.72,-0.3463,0.3771
1727,Tamil Nadu,Barren Land,149.37,39.58,23648258.4,3755773.59,316686.82,569480.46,0.33,985842.0,29276041.27,29464686.64,0.053,10,27802508.33,27981658.73,-0.0564,-0.0442
1728,Assam,Agriculture,133.2,127.2,67772160.0,2839454.5,476451.23,343603.13,0.39,1038960.0,72470628.86,39085815.53,0.066,40,56122009.27,30268462.35,0.4359,-0.5823
1729,Assam,Industrial,301.5,67.97,81971820.0,5204338.67,893510.1,395772.81,0.55,3316500.0,91781941.58,45123943.8,0.042,10,88082477.52,43305128.41,0.952,-0.5282
1730,West Bengal,Wetland,345.36,248.3,343011552.0,5142814.65,3494788.42,3338520.34,0.82,5663904.0,360651579.41,57291098.96,0.096,40,249945672.48,39704975.87,3.3627,-0.8899
1731,Odisha,Industrial,68.43,132.9,36377388.0,819552.37,280229.61,330963.62,0.3,410580.0,38218713.6,15379387.74,0.071,50,27122437.11,10914194.58,0.7636,-0.7144
1732,West Bengal,Agriculture,267.92,45.13,48364918.4,2275790.59,2567852.62,2643054.3,0.27,1446768.0,57298383.91,32534291.09,0.108,20,46672692.13,26500973.47,0.4346,-0.5375
1733,Odisha,Forest,40.77,220.21,35911846.8,738228.49,297925.47,154401.09,0.42,342468.0,37444869.85,5155392.82,0.11,30,27379366.11,3769578.8,4.3108,-0.8993
1734,Odisha,Forest,363.28,170.73,248091177.6,9070639.77,1940819.99,2383983.33,0.55,3996080.0,265482700.69,89225349.31,0.058,10,250928828.63,84333978.55,1.8123,-0.6823
1735,Tamil Nadu,Industrial,323.37,221.73,286803320.4,4867934.99,926806.6,1825248.19,0.46,2975004.0,297398314.18,70512880.33,0.116,40,191726314.47,45458141.57,1.719,-0.8471
1736,West Bengal,Wetland,245.38,121.89,119637472.8,5242450.46,820910.83,805228.14,0.89,4367764.0,130873826.23,53366629.62,0.031,20,123121945.42,50205632.77,1.3071,-0.6164
1737,West Bengal,Industrial,106.29,173.88,73926820.8,2562649.78,1373072.76,385789.25,0.9,1913220.0,80161552.59,20007681.33,0.093,40,56167548.93,14018970.24,1.8073,-0.8251
1738,Tamil Nadu,Industrial,300.39,39.46,47413557.6,8734700.31,1080617.74,989465.92,0.81,4866318.0,63084659.57,61474585.32,0.105,50,38292381.2,37315066.31,-0.3771,-0.4085
1739,Tamil Nadu,Agriculture,260.29,100.48,104615756.8,7300129.13,643249.5,2265869.22,0.37,1926146.0,116751150.65,68243894.69,0.043,50,94588780.73,55289449.01,0.386,-0.5264
1740,Assam,Forest,292.21,223.15,260826646.0,4920375.51,3420425.22,2408407.84,0.75,4383150.0,275959004.57,82208150.6,0.07,50,196754956.36,58613275.22,1.3934,-0.7876
1741,Assam,Wetland,90.7,21.47,7789316.0,1012347.75,350244.18,546153.56,0.34,616760.0,10314821.49,5417821.81,0.033,40,9058586.39,4757988.97,0.672,-0.5387
1742,West Bengal,Industrial,416.63,151.95,253227714.0,5812876.98,5676568.98,679844.13,0.94,7832644.0,273229648.09,85022912.14,0.047,50,217167291.25,67577569.46,1.5542,-0.7527
1743,West Bengal,Forest,341.14,193.21,263646637.6,5367349.93,4503465.51,803927.68,0.41,2797348.0,277118728.72,25030496.06,0.049,10,264174193.25,23861292.72,9.5541,-0.9139
1744,Maharashtra,Urban,123.17,230.23,113429716.4,856369.26,930721.36,713349.92,0.87,2143158.0,118073314.94,36880060.81,0.098,50,73984382.91,23108934.83,1.0061,-0.8043
1745,Uttar Pradesh,Urban,485.54,198.9,386295624.0,14119535.26,5435386.97,834095.0,0.5,4855400.0,411540041.23,102764211.29,0.062,50,304641814.2,76071032.28,1.9645,-0.8152
1746,Karnataka,Grassland,140.33,148.58,83400925.6,3976607.96,344477.08,1111845.93,0.74,2076884.0,90910740.57,40834396.05,0.114,30,65759669.69,29537284.37,0.6104,-0.6751
1747,Tamil Nadu,Urban,382.31,134.9,206294476.0,3863888.21,3474457.88,3015725.49,0.87,6652194.0,223300741.58,94594199.56,0.048,50,176637842.75,74826958.61,0.8673,-0.6649
1748,Assam,Grassland,301.84,89.72,108324339.2,1578665.97,1389330.93,609410.69,0.83,5010544.0,116912290.79,34598881.79,0.056,20,104841284.64,31026602.84,2.0302,-0.7346
1749,Maharashtra,Barren Land,480.17,100.98,193950266.4,2515918.42,2732167.27,995726.72,0.28,2688952.0,202883030.81,33310268.03,0.083,50,136176899.21,22358148.9,3.0881,-0.8898
1750,Tamil Nadu,Urban,98.73,96.7,38188764.0,2621325.23,742093.76,912385.86,0.57,1125522.0,43590090.85,14780784.75,0.098,40,29990134.52,10169231.45,1.029,-0.7667
1751,Assam,Grassland,41.22,31.47,5188773.6,877958.91,343372.05,334448.25,0.89,733716.0,7478268.81,6063120.67,0.084,40,5416065.94,4391158.19,-0.1067,-0.4128
1752,Gujarat,Agriculture,252.84,245.59,248379902.4,6517484.54,3502488.91,831606.13,0.78,3944304.0,263175785.98,29422562.55,0.049,40,217342158.49,24298448.39,6.3869,-0.9077
1753,Maharashtra,Industrial,472.41,14.63,27645433.2,13763531.94,1861486.57,3956406.7,0.41,3873762.0,51100620.41,65039321.63,0.05,20,46349769.08,58992581.98,-0.2874,0.1544
1754,Uttar Pradesh,Forest,294.83,93.54,110313592.8,6319629.75,649632.88,465646.82,0.27,1592082.0,119340584.25,45624477.06,0.103,30,88932729.62,33999408.57,0.9492,-0.7151
1755,Uttar Pradesh,Solar Farm,444.65,68.75,122278750.0,8608087.45,5330795.42,1600502.05,0.51,4535430.0,142353564.92,80478782.31,0.042,20,131109122.17,74121800.23,0.6291,-0.4793
1756,Maharashtra,Forest,17.86,46.67,3334104.8,369190.14,52812.69,48351.79,0.45,160740.0,3965199.42,1240689.84,0.047,30,3454816.53,1080993.74,1.7846,-0.7274
1757,Uttar Pradesh,Agriculture,456.08,14.63,26689801.6,9730830.8,3191335.93,3217114.73,0.64,5837824.0,48666907.06,48287327.97,0.106,10,44002628.44,43659428.54,-0.0887,-0.1029
1758,Uttar Pradesh,Urban,248.51,207.41,206173836.4,3765004.38,3678174.69,1971778.79,0.92,4572584.0,220161378.26,44379318.32,0.073,10,205183017.95,41360035.71,3.6234,-0.8121
1759,Tamil Nadu,Agriculture,378.95,221.27,335401066.0,11028826.23,2356756.28,3102971.88,0.36,2728440.0,354618060.39,70633849.67,0.046,50,283205985.22,56409786.25,3.0095,-0.8409
1760,Assam,Urban,176.96,233.53,165301875.2,1531105.26,1808745.61,1121322.69,0.29,1026368.0,170789416.76,23269312.9,0.081,50,115699767.35,15763588.52,3.9722,-0.9077
1761,Tamil Nadu,Agriculture,97.65,202.15,78959790.0,2861527.08,467926.32,261917.58,0.54,1054620.0,83605780.98,23137319.83,0.055,50,63969655.21,17703158.26,1.7648,-0.7883
1762,Tamil Nadu,Barren Land,14.84,139.89,8303870.4,429098.81,105165.13,70953.17,0.93,276024.0,9185111.51,3318994.24,0.095,40,6388927.45,2308607.07,0.925,-0.7487
1763,Maharashtra,Barren Land,283.54,243.91,276632965.6,6300730.07,3866188.62,2068256.95,0.75,4253100.0,293121241.24,34762778.22,0.057,20,262359815.26,31114620.12,6.5471,-0.8939
1764,Odisha,Forest,392.58,81.21,127525687.2,7486206.86,2057739.49,3279162.02,0.28,2198448.0,142547243.57,101035040.46,0.084,50,95238470.64,67503393.91,-0.0574,-0.5264
1765,Assam,Solar Farm,97.52,140.09,54646307.2,1176332.16,605118.95,406049.13,0.25,487600.0,57321407.44,28913745.87,0.033,20,53717550.68,27095908.47,0.8579,-0.5273
1766,Uttar Pradesh,Grassland,332.94,99.09,131964098.4,7041766.66,2207800.81,2351806.86,0.75,4994100.0,148559572.73,74125149.02,0.04,30,132068919.2,65896987.56,0.7817,-0.5564
1767,West Bengal,Forest,330.16,77.2,101953408.0,1888526.51,2440806.43,1618407.32,0.55,3631760.0,111532908.26,74684186.61,0.058,40,89014417.85,59605451.86,0.1919,-0.4656
1768,West Bengal,Barren Land,161.06,24.53,15803207.2,3570785.63,1511022.91,667565.68,0.73,2351476.0,23904057.42,29689709.77,0.072,20,20800896.48,25835470.88,-0.2994,0.0808
1769,Gujarat,Barren Land,258.11,162.72,167998636.8,5549381.81,1485797.74,585055.43,0.32,1651904.0,177270775.78,54163795.39,0.109,10,159847408.28,48840212.25,1.9512,-0.7245
1770,Maharashtra,Grassland,207.7,50.68,42104944.0,4967158.47,2663204.83,1853772.76,0.66,2741640.0,54330720.06,55078330.45,0.031,50,46639311.91,47281085.74,-0.1532,-0.1298
1771,Tamil Nadu,Wetland,58.08,32.22,7485350.4,1325102.0,168697.03,317539.58,0.55,638880.0,9935569.01,7415415.16,0.108,30,7304213.57,5451502.17,-0.015,-0.4513
1772,Tamil Nadu,Agriculture,89.36,94.59,33810249.6,2176299.13,214060.99,630573.63,0.81,1447632.0,38278815.35,25294863.52,0.109,20,31123999.27,20566919.5,0.2304,-0.4627
1773,West Bengal,Barren Land,163.1,150.73,98336252.0,1130664.22,872961.77,301409.03,0.44,1435280.0,102076567.02,43840758.63,0.061,40,80549809.95,34595254.12,0.8373,-0.6611
1774,Odisha,Wetland,283.14,114.01,129123165.6,4664140.62,4135100.2,1037818.59,0.67,3794076.0,142754301.01,43891136.07,0.036,50,119616316.59,36777147.8,1.7253,-0.7424
1775,Karnataka,Grassland,247.22,205.2,202918176.0,1846442.72,718098.45,589047.06,0.77,3807188.0,209878952.23,57107534.72,0.081,10,194152592.26,52828431.75,2.3998,-0.7483
1776,Uttar Pradesh,Industrial,236.77,223.2,211388256.0,5722126.09,2972706.37,1969775.04,0.68,3220072.0,225272935.5,38949530.65,0.108,50,134899461.6,23324021.16,2.4634,-0.8965
1777,Tamil Nadu,Industrial,463.37,15.71,29118170.8,2914074.54,6702027.46,1619221.22,0.86,7969964.0,48323458.02,68207498.57,0.041,30,42835694.86,60461641.53,-0.372,0.2512
1778,Karnataka,Industrial,44.82,47.56,8526556.8,504105.32,374280.1,327790.22,0.94,842616.0,10575348.44,7188083.06,0.077,20,9117237.73,6197002.63,0.2684,-0.414
1779,Odisha,Solar Farm,263.3,139.46,146879272.0,4724527.88,556635.11,267387.31,0.27,1421820.0,153849642.3,19849963.42,0.093,50,98626967.75,12725032.52,3.9686,-0.9173
1780,Uttar Pradesh,Grassland,106.43,224.73,95672055.6,3002939.29,1563096.26,1005947.81,0.4,851440.0,102095478.96,18885387.4,0.046,20,93313212.64,17260863.93,3.941,-0.8309
1781,Maharashtra,Agriculture,404.07,223.22,360786021.6,10619857.03,3084577.58,3163086.21,0.27,2181978.0,379835520.42,24268926.12,0.098,30,286938322.58,18333422.17,10.8233,-0.9517
1782,Maharashtra,Solar Farm,215.55,248.93,214627446.0,1601828.66,2828697.11,1146693.15,0.82,3535020.0,223739684.92,54810446.42,0.112,30,162715400.85,39861072.31,1.9687,-0.8218
1783,Tamil Nadu,Industrial,152.44,237.95,145092392.0,1340202.79,467319.17,744599.23,0.82,2500016.0,150144529.19,25664079.29,0.105,10,135877401.98,23225411.12,4.2945,-0.8453
1784,Gujarat,Urban,366.19,60.26,88266437.6,10517724.06,1021726.93,3326659.41,0.43,3149234.0,106281782.0,64096806.64,0.068,20,93178630.29,56194509.88,0.4537,-0.4713
1785,Gujarat,Industrial,90.06,95.96,34568630.4,884691.88,418826.21,241677.05,0.57,1026684.0,37140509.54,22468424.74,0.081,10,34357548.14,20784851.75,0.5291,-0.4404
1786,Assam,Forest,447.14,162.77,291123911.2,9941488.48,4774960.66,2255880.65,0.72,6438816.0,314535056.99,30149280.44,0.107,40,209449136.35,20076429.03,5.9471,-0.9362
1787,Assam,Barren Land,390.02,68.86,107427108.8,9438800.45,844141.28,1152594.57,0.25,1950100.0,120812745.1,95577025.5,0.098,20,100209310.11,79277296.28,0.0485,-0.3438
1788,Karnataka,Urban,407.75,11.08,18071480.0,7148191.11,4551660.47,978033.29,0.69,5626950.0,36376314.87,28961473.25,0.046,50,29050945.91,23129286.07,0.0031,-0.3642
1789,Assam,Urban,240.52,166.86,160532668.8,2079711.06,1060188.9,683080.96,0.38,1827952.0,166183601.72,25648682.91,0.066,50,120726370.37,18632839.59,3.7069,-0.8879
1790,West Bengal,Agriculture,328.63,115.13,151340687.6,8018357.64,3730111.72,702854.86,0.24,1577424.0,165369435.82,88560984.04,0.037,10,159469079.86,85401141.79,0.8007,-0.4836
1791,Uttar Pradesh,Forest,78.43,15.31,4803053.2,1624160.53,750639.2,775055.69,0.87,1364682.0,9317590.62,11977107.6,0.063,30,7757179.33,9971308.61,-0.3523,0.0702
1792,Uttar Pradesh,Wetland,151.94,46.58,28309460.8,1284210.77,565169.43,307987.37,0.38,1154744.0,31621572.37,19245807.92,0.117,20,25344114.09,15425164.38,0.3169,-0.5122
1793,Tamil Nadu,Solar Farm,291.34,247.02,287867227.2,4169563.01,2315904.26,1142404.72,0.34,1981112.0,297476211.19,24994401.49,0.115,50,172614750.37,14503352.58,5.9061,-0.9512
1794,Maharashtra,Urban,493.47,20.78,41017226.4,4322129.47,3703893.64,1321019.83,0.47,4638618.0,55002887.34,40599793.94,0.071,50,39033557.45,28812203.61,-0.0386,-0.4762
1795,Assam,Forest,139.49,94.46,52704901.6,1026341.79,1055334.56,1373881.44,0.45,1255410.0,57415869.39,37537779.89,0.106,30,42439139.0,27746180.2,0.1306,-0.5168
1796,Tamil Nadu,Forest,476.27,199.63,380311120.4,10235004.52,6256091.15,800515.63,0.55,5238970.0,402841701.7,141601767.19,0.099,30,303487874.89,106678179.6,1.1432,-0.7352
1797,Karnataka,Agriculture,481.23,197.11,379420981.2,12931636.23,5382502.31,3775017.42,0.59,5678514.0,407188651.16,135254227.19,0.104,20,334085416.63,110971817.89,1.4701,-0.7275
1798,Tamil Nadu,Industrial,422.72,171.52,290019737.6,5332400.88,1041238.55,3982401.23,0.64,5410816.0,305786594.26,52643749.19,0.043,10,293179860.27,50473393.28,4.5691,-0.8349
1799,Tamil Nadu,Forest,415.61,210.76,350375854.4,10540991.42,4316556.63,1784686.9,0.43,3574246.0,370592335.35,21669362.0,0.105,20,303509211.81,17746861.86,13.0064,-0.9521
1800,Maharashtra,Barren Land,48.28,161.38,31165705.6,849818.46,427131.31,450955.27,0.22,212432.0,33106042.64,11748844.15,0.035,10,31986514.63,11351540.24,1.7225,-0.6571
1801,Tamil Nadu,Industrial,23.89,113.16,10813569.6,157121.65,292864.44,137751.36,0.22,105116.0,11506423.05,1436390.35,0.085,50,7652293.99,955264.83,4.3274,-0.917
1802,Uttar Pradesh,Wetland,404.03,115.07,185966928.4,7621830.72,5009076.23,2623995.29,0.37,2989822.0,204211652.64,82124352.5,0.087,20,172830916.04,69504491.49,1.1045,-0.6596
1803,Odisha,Industrial,368.38,159.01,234304415.2,10768135.4,1681561.87,3521645.06,0.6,4420560.0,254696317.53,80302800.76,0.039,50,210351168.12,66321288.45,1.6195,-0.7396
1804,Tamil Nadu,Wetland,193.39,194.65,150573454.0,4384688.03,487693.23,1144742.78,0.27,1044306.0,157634884.04,57816668.71,0.111,10,141885584.19,52040205.86,1.4541,-0.6699
1805,Uttar Pradesh,Agriculture,15.43,216.08,13336457.6,431819.97,101778.24,115347.19,0.53,163558.0,14148961.0,3299059.31,0.061,50,10523195.29,2453653.34,2.1898,-0.8266
1806,Maharashtra,Barren Land,164.67,111.86,73679944.8,1422616.07,2108567.49,681450.74,0.5,1646700.0,79539279.1,45039493.27,0.075,50,55403771.47,31372647.83,0.2301,-0.6056
1807,Gujarat,Grassland,274.41,239.56,262950638.4,7455214.67,1153363.67,1443104.43,0.93,5104026.0,278106347.17,39265758.97,0.063,20,246118563.58,34749412.57,5.268,-0.875
1808,Odisha,Forest,101.54,37.44,15206630.4,2386963.71,1219535.62,987082.19,0.78,1584024.0,21384235.92,11254503.06,0.034,50,18092185.97,9521900.3,0.6076,-0.5547
1809,Tamil Nadu,Grassland,492.79,91.71,180775083.6,6307361.41,6789373.68,3087772.41,0.36,3548088.0,200507679.1,134173934.36,0.119,20,160129311.73,107153899.83,0.1934,-0.4656
1810,Assam,Urban,47.91,216.94,41574381.6,707290.18,422228.04,442369.5,0.93,891126.0,44037395.32,5535568.24,0.049,40,36368021.16,4571516.13,5.5699,-0.8962
1811,Tamil Nadu,Grassland,44.86,144.83,25988295.2,239557.33,329930.85,74488.06,0.5,448600.0,27080871.44,2690839.5,0.105,10,24507575.96,2435148.87,8.1078,-0.9101
1812,Gujarat,Barren Land,108.82,88.79,38648511.2,2911065.57,1273352.75,323341.79,0.25,544100.0,43700371.31,24910905.1,0.065,50,31896063.57,18181992.25,0.2804,-0.5839
1813,Gujarat,Grassland,384.21,116.87,179610490.8,5244489.68,3022069.19,2972644.63,0.88,6762096.0,197611790.3,23990763.65,0.077,30,158185161.72,19204232.81,5.5936,-0.9028
1814,Tamil Nadu,Solar Farm,21.25,122.42,10405700.0,576556.5,142389.31,199581.14,0.67,284750.0,11608976.95,6025200.26,0.098,50,7274149.93,3775372.3,0.2073,-0.6748
1815,Uttar Pradesh,Industrial,56.2,65.48,14719904.0,834809.49,236680.09,306526.29,0.55,618200.0,16716119.87,16245441.73,0.069,30,13683662.72,13298369.91,-0.1577,-0.2045
